sentence,splitset_label
an awkward and indigestible movie ,2
the movie has very little to offer besides unintentional laughs ,2
haneke keeps us at armlength ,2
guided more by intellect than hearthis story flattens instead of sharpens ,2
all the wellmeaningness in the world ca nt erase the fact that the believer feels like a step program for the jewish nazi ,2
like most sequelsit takes what worked last timerepeats it and adds more charactersmore stuntsmore stuff in attempt to camouflage its sameness ,2
thereno way to sort out the mess in our heads and deconstruct where it all went wrong ,2
this is an hour and a half of daydreaming ,2
message movie or an actionpacked submarine spectacular ,2
alasitneither ,2
no movementno yuksnot much of anything ,2
 dragonflyis a movie about a bus wreck that turns into a film wreck ,2
thirty years agoit would have been groundbreaking ,2
now itjust tired ,2
heavyhanded exercise in timevaulting literary pretension ,2
the movie is too cute to take itself too seriouslybut it still feels like it was made by some very stoned college students ,2
a thinly veiled excuse for wilson to play his selfdeprecating act against murphywellhoned prima donna shtick ,2
a minor picture with a major identity crisisitsort of true and itsort of bogus and ithohum all the way through ,2
the movie succumbs to being nothing more than a formulaic chase in the dark ,2
plays as hollow catharsiswith lots of tears but very little in the way of insights ,2
it will come as no surprise that the movie is nt scary ,2
but herethe real damnit is nt funnyeither ,2
quickwho wants to see a comedy about shoddy airport security ,2
the reason i found myself finally unmoved by this filmwhich is immaculately produced and has serious things to sayis that it comes across rather too plainly as allegory ,2
what you get with empire is a movie you ve seen many times beforerepackaged as new material because there is a latino in the lead ,2
chofans are sure to be entertaineditonly fair in the interest of full disclosure to say thaton the basis of this film alonei m not one of them ,2
looks awfully like one long tourist spot for a mississippi that may never have existed outside of a scriptwriterimagination ,2
the periodswinging london in the time of the mods and the rockersgets the onceover once again in gangster no but falls apart long before the end ,2
high crimes miscasts nearly every leading character ,2
the overall feel of the film is pretty cheesybut therestill a real sense that the star trek tradition has been honored as best it cangiven the embarrassing script and weak direction ,2
de niro looks boredmurphy recycles murphyand you mentally add showtime to the pile of hollywood dreck that represents nothing more than the art of the deal ,2
i did nt believe for a moment in these villains or their plot ,2
another rent installment for the ian fleming estate ,2
with danilo donatiwitty designs and dante spinottiluscious cinematographythis might have made a decent childrenmovieif only benigni had nt insisted on casting himself in the title role ,2
so lazy and slipshod it confuses the mere flashing of kinky softcore imagery with naughty fun ,2
though it draws several decent laughsitlowcal woody at best ,2
has little on its mind aside from scoring points with drag gags ,2
britneyperformance can not be faulted ,1
lucya dull girlthatall ,1
wellshot but badly written tale set in a future ravaged by dragons ,2
sadlyhewittforte is leaning forward while wearing lowcut gownsnot making snappy comebacks ,2
if melville is creatively a great whalethis film is canned tuna ,2
this film is so slicksuperficial and trendhoppythat iteasy to imagine that a new software program spit out the screenplay ,2
just one more collection of penisbreast and flatulence gags in search of a story ,2
or a profit ,2
or some damn thing ,2
the acting is stiffthe story lacks all trace of witthe sets look like they were borrowed from gilliganislandand the cgi scooby might well be the worst specialeffects creation of the year ,2
enough trivializes an important crisisreduces it to an almost comic embarrassment ,2
the makers have forsaken the entertaining elements of the original andinsteadrehash old jokes and leave any life at the doorstep ,2
i like frank the pugthough ,2
a restrained ribisi convinces as an italianthough if ever a movie needed one of the actorwhiny jags to pump it upthis has to be among the rare ones ,2
geea second assassin shot kennedy ,2
moot point ,2
a hysterical yet humorless disquisition on the thin line between sucking face and literally sucking face ,2
needless to saythe dramatics that follow are utter hooey ,2
the problem is that rather than dramatizing this premisemr desplechin is content to state it ,2
madonna still ca nt act a lick ,2
even the imaginative gore ca nt hide the musty scent of todd farmerscreenplaywhich is a simple retread of thealienwith a plucky heroine battling a monster loose in a spaceship ,2
if you pitch your expectations at an all time lowyou could do worse than this oddly cheerfulbut not particularly funnybodyswitching farce ,2
the episodic film makes valid points about the depersonalization of modern life ,2
but the characters tend to be cliches whose lives are never fully explored ,2
serry does a fine job of capturing the climate of the times andperhaps unwittinglyrelating it to what is happening in america in,2
but hardtobelieve plot twists force the movie off track in its final half hour ,2
do nt let your festive spirit go this far ,2
though the book runs only aboutpagesit is so densely packedthat even an ambitious adaptation and elaborate production like mr schepisiseems skimpy and unclear ,2
heyat least the title of this film lets you know exactly where itheading ,2
intended to be a comedy about relationshipsthis wretched work falls flat in just about every conceivable area ,2
sensitive though not quite revelatory documentary ,2
director brian levantwho never strays far from his sitcom rootsskates blithely from one implausible situation to anotherpausing only to tie up loose ends with more bows than you ll find on a french poodle ,2
 perhaps the heaviestmost joyless movie ever made about giant dragons taking over the world ,2
suggests puns about ingredients and soup and somebody being off their noodlebut letjust say the ingredients do nt quite add up to a meal ,2
i d give real money to see the perpetrators of chicago torn apart by dingoes ,2
movies like this are selling the old european candorthe old wink ofboldrevelation ,2
but in such revelations wilt ,2
the timing in nearly every scene seems a half beat off ,2
i admire it and yet can not recommend itbecause it overstays its natural running time ,1
a fairly bythebooks blend of action and romance with sprinklings of intentional and unintentional comedy ,2
flounders due to the general sense that no two people working on the production had exactly the same thing in mind ,2
even if you feel like you ve seen this movie a thousand times beforeit is kind of enjoyable thanks mainly to belushieasygoing likableness ,2
the story bogs down in a mess of purposeless violence ,2
despite some gulps the film is a fuzzy huggy ,2
mckay deflates his piece of puffery with a sour cliche and heavy doses of meanspiritedness,2
a recipe for cinematic disasterpart quentin tarantinopart guy ritchieand part s spy spoofitall bad ,2
the cumulative effect of the relentless horror on parade numbs the moviepower as a work of drama ,2
another bigdumb action movie in the vein of xxxthe transporter is riddled with plot holes big enough for its titular hero to drive his sleek black bmw through ,2
aaliyah rarely dampens her diva persona enough to spark genuine chemistry with townsend ,2
when she speaksher creepy egyptian demigod voice is as computer processed and overproduced as it was in her music ,2
outrageousness is all plympton seemed to be going for this time ,2
we miss the quirky amazement that used to come along for an integral part of the ride ,2
much of what is meant to beinspirationalandupliftingis simply distasteful to audiences not already sharing lrb the movierrb mindset ,2
well before itoverbeijing bicycle begins spinning its wheels ,2
home alone goes hollywooda funny premise until the kids start pulling off stunts not even steven spielberg would know how to do ,2
besidesreal movie producers are nt this nice ,2
lrb nelsonrrb movie about morally compromised figures leaves viewers feeling compromisedunable to find their way out of the fog and the ashes ,2
passionlipsynchingtragedyand lots of really really high notes ,2
for methis opera is nt a favoriteso ita long time before the fat lady sings ,2
looks like a high school film project completed the day before it was due ,2
truth to tellif you ve seen more than halfadozen horror filmstherenothing here you have nt seen before ,2
abandons all pretense of creating historical context and waltzes off into a hectic soap about the ups and downs of the heavy breathing between the two artists ,2
even diehard fans of japanese animationwill find this one a challenge ,2
filmmakers have to dig deep to sink this low ,2
fortunately for all involvedthis movie is likely to disappear as quickly as an ice cube thrown into a pot of boiling water ,2
the movie gets muted and routine ,2
the issue of faith is not explored very deeply,2
ita bad sign when you re rooting for the film to hurry up and get to its subjectsdeaths just so the documentary will be overbut itindicative of how uncompelling the movie is unless it happens to cover your particular area of interest ,1
the situations and jokes are as predictable and as lowbrow as the endless pratfalls the boys take in their high heels ,2
itfrustrating to see these guyswho are obviously pretty cleverwaste their talent on parodies of things they probably thought were funniest when they were high ,2
i was perplexed to watch it unfold with an astonishing lack of passion or uniqueness ,2
k may not hold a lot of water as a submarine epicbut it holds even less when it turns into an elegiacally soggy saving private ryanovich ,2
a very stylish but ultimately extremely silly talea slick piece of nonsense but nothing more ,2
automatically pegs itself for the straighttovideo scifi rental shelf ,2
the film is like a series of beginnings and middles that never take off ,2
feels less like itabout teenagersthan it was written by teenagers ,2
ja rule and kurupt should have gotten to rap ,2
it would have benefitted the dialogue ,2
a standard haunted house tale transplanted to the high seas ,2
elicits more groans from the audience than jar jar binksscrappy doo and scooby dumball wrapped up into one ,2
itbadly actedblandly directedand could have been scripted by someone who just graduated from elementary school ,2
in the endwhite oleander is nt an adaptation of a novel ,2
ita flashystarsplashed reduction ,2
this filmstarring anthony hopkins and chris rockis your typicalfish out of waterstory ,2
you ve seen them a million times ,2
just one problemfish out of water usually die ,2
this one does ,2
the angstriddenaffluent slacker characters are more grating than engaging ,2
a soggyshapeless messjust a dumb excuse for a waterlogged equivalent of a hauntedhouse movie ,2
men in black ii has sequelitis something fierce ,2
an ungainlycomedydeficientbmovie rush job ,2
a combination of standardstiff tvstyle animation and snazzylooking digital effects that do little to disguise the fact that the characters barely move ,2
an unsatisfying hybrid of blair witch and typical stalkandslash farewhere the most conservative protagonist is always the last one living ,2
say this for the soundtrackit drowns out the lousy dialogue ,2
after seeing swept awayi feel sorry for madonna ,2
instead of kicking off the intrigue and suspense and mystery of the whole thinghartwarlike the st louis rams in the super bowlwaits until after halftime to get started ,2
a gob of drivel so sickly sweeteven the eager consumers of moorepasteurized ditties will retch it up like rancid crme brle ,2
maudlin and melodramatic we expected ,2
boring we did nt ,2
never quite transcends jokester statusand the punchline does nt live up to barrydeadeyedperfectly chilled delivery ,2
the filmbathos often overwhelms what could have been a more multifaceted look at this interesting time and place ,2
it almost plays like solarisbut with guns and jokes ,2
a baffling misfireand possibly the weakest movie lrb woody allen rrb has made in the last twenty years ,2
it wo nt be long before you ll spy i spy at a video store near you ,2
this film looks like it was produced in shelved foryearsand repackaged for aaudience ,2
propelled not by characters but by caricatures ,2
there is not an ounce of honesty in the entire production ,2
this extremely unfunny film clocks in atminutesbut feels twice as long ,2
earnest but earthbounda slowsoggysoporificvisually dank crime melodramacharacter study that would be more at home on the small screen but for its stellar cast ,2
the pivotal narrative point is so ripe the film ca nt help but go soft and stinky ,2
for all its alleged youthful firexxx is no less subservient to bondtired formula of gunsgirls and gadgets while brandishing a new action hero ,2
a predictable and stereotypical little bmovie ,2
if i spy were funny lrb enough rrb or exciting lrb enough rrb then it would be fairly simple to forgive the financial extortion ittrying to reap from the moviegoing public ,2
frustratinglydridi tells us nothing about el gallo other than what emerges through his music ,2
places a slightly believable love triangle in a difficulttoswallow settingand then disappointingly moves the story into the realm of an improbable thriller ,2
stephen earnhartdocumentary is a decomposition of healthy eccentric inspiration and ambitionwearing a cloak of unsentimentalstraightforward textwhen itreally an exercise in gross romanticization of the delusional personality type ,1
a very average science fiction film ,2
undone by its overly complicated and derivative screenplaythe glacierpaced direction and the stereotypical characters ,2
how anyone over the age ofcan stomach the touchyfeely message this preachy produce promotes is beyond us ,2
the sort of movie that gives tastelessness a bad rap ,2
the cold and dreary weather is a perfect metaphor for the movie itselfwhich contains few laughs and not much drama ,2
the plot is straight off the shelfthe performances are televisioncaliber and the message of providing solace through deception is a little creepy ,2
ordinary melodrama that is heavy on religious symbols but waferthin on dramatic substance,2
a whimsical if predictable timetravel fable marred by a willful singlemindedness ,2
those who managed to avoid the deconstructionist theorizing of french philosopher jacques derrida in college can now take an minute brushup course with the documentary derrida ,2
oryou can do something fun tonight ,2
jolieperformance vanishes somewhere between her hair and her lips ,2
as with too many studio picsplot mechanics get in the way of what should be the lighterthanair adventure ,2
staticrepetitivemuddy and blurryhey arnold ,2
would seem to have a lock on the title of ugliest movie of the year ,2
for all of the contemporary postcolonialist consciousness that kapur tries to bring to the four feathersthe oddest thing about the movie is how it winds up affirming the same damn moldy values the material has always held dear ,2
when it comes to entertainmentchildren deserve better than pokemon ever ,2
what the four feathers lacks is genuine sweep or feeling or even a character worth caring about ,2
while benigni lrb who stars and cowrote rrb seems to be having a wonderful timehe might be alone in that ,2
yesever is harmless in the extreme and it ll mute your kids for nearlyminutesbut why not just treat the little yard apes to the real deal and take them to spirited away ,2
preposterous and tedioussonny is spiked with unintentional laughter thatunfortunatelyoccurs too infrequently to make the film even a guilty pleasure ,2
calling this movie brainless would be paying it a complimentitmore like entertainment for trolls ,2
none of these characters resembles anyone you ve ever met in real lifeunless you happen to know annoyingly selfinvolved people who speak in glib sentences that could have only come from the pen of a screenwriter ,2
 just a big mess of a moviefull of images and eventsbut no tension or surprise ,2
as elegantly crafted as it often isandersonmovie is essentially a onetrick pony thathampered by an undeveloped scriptultimately pulls up lame ,2
splashes its drama all over the screensubjecting its audience and characters to action that feels not only manufacturedbut also so false you can see the filmmakerspuppet strings ,2
 has virtually no script at all ,2
will only satisfy those who ca nt tell the difference between the goodthe bad and the ugly ,2
this kind of dark comedy requires a delicatesurgical touch ,2
but director danny devito and screenwriter adam resnick lrb remember cabin boyrrb,2
just pound away ,2
at timeshoweverdogtown and zboys lapses into an insiderlingo and mindset that the uninitiated may find hard to followor care about ,2
rather quicklythe film falls into a soothing formula of brotherly conflict and reconciliation ,2
screenwriters scott abbott and michael petroni have turned ricecomplex akasha into a cartoon monster ,2
the writersdirector wally wolodarskyand all the actors should start their own coeducational fraternitykappa rho alpha phi ,2
bad beyond belief and ridiculous beyond description ,2
the new faces are interestingbut the old story is ntespecially when it starts to seem more improvised than scripted ,2
most of the action setups are incoherent ,2
limanof swingers and gomakes his bigbudget action film debut something of a clunker as he delivers a longlowheat chaseinterrupted by a middling car chase ,2
 surprisingly inert for a movie in which the main character travels back and forth between epochs ,2
the problem is nt that the movie hits so close to home so much as that it hits close to home while engaging in such silliness as that snakedownthethroat business and the inevitable shot of schwarzenegger outrunning a fireball ,2
drearyhighly annoying some bodywill appeal to no one ,2
theresomething deeply creepy about never againa new arrow in schaefferquiver of ineptitudes ,2
the problem with concept films is that if the concept is a poor onethereno saving the movie ,2
sorrycharlie,2
a painfully leaden film destined for predawn cable television slots ,2
blessed with immense physical prowess he may well bebut ahola is simply not an actor ,2
and in truthcruel as it may soundhe makes arnold schwarzenegger look like spencer tracy ,2
the cartoon that is nt really good enough to be on afternoon tv is now a movie that is nt really good enough to be in theaters ,2
shocking only in that it reveals the filmmakerbottomless pit of selfabsorption ,2
this peptalk for faithhope and charity does little to offendbut if saccharine earnestness were a crimethe filmproducers would be in the clink for life ,2
all ends wellsort ofbut the frenzied comic moments never click ,2
if this is the danish idea of a good timeprospective tourists might want to consider a different destinationsome jolly country embroiled in a bloody civil warperhaps ,2
formulais so trite that even yuhighenergy action stylings ca nt break through the stupor ,2
only a few minutes elapse before the daddy of all slashers arrivesstill with the boiler suit and white maskwhich look remarkably clean for a guy who has been massmurdering sincebut has never been seen doing laundry ,2
when the painted backdrops in a movie are more alive than its charactersyou know you re in trouble ,2
lrb two rrb fairly dullcontrasting and interlocking stories about miserable scandinavian settlers in thcentury canadaand yuppie sailboaters in the here and now ,2
the film is really not so much bad as bland ,2
the central story lacks punch ,2
though ganesh is successful in a midlevel sort of waytherenothing so striking or fascinating or metaphorically significant about his career as to rate two hours of our attention ,2
this may be the dumbestsketchiest movie on record about an aspiring writercomingofage ,2
succumbs to the same kind of maudlinsentimental mysticism that mars the touched by an angel school of nongod spiritualuplift movies ,2
a harmless and mildly amusing family comedy ,2
what was subtle and mystifying in the novella is now broad and farcical ,2
the kids often appear to be reading the lines and are incapable of conveying any emotion ,2
 men in black ii has all the earmarks of a sequel ,2
the story is less vibrantthe jokes are a little lukewarmbut will anyone really care ,2
sucking all theclassicout of robert louis stevensontreasure island and filling the void with scifi video game graphics and disneyfied adolescent angst ,2
this minute film does have some exciting scenesbut ita tad slow ,2
while super troopers is above academy standardsits quintet of writers could still use some more schooling ,2
a mix of velocity and idiocythis ruinous remake lacks the brawnand the brainsof the s original ,2
the lowbudget full frontal was one of the yearmurkiestintentionally obscure and selfindulgent picturesand solaris is its bigbudget brother ,2
the plot is very cleverbut boyd weighs it down with too many characters and eventsall intertwined and far too complicated to keep track of ,2
the film seems all but destined to pop up on a television screen in the background of a scene in a future quentin tarantino picture,2
a freeforall of halfbaked thoughtsclumsily used visual tricks and selfindulgent actor moments ,2
apallingly absurdthe chemistry or lack thereof between newton and wahlberg could turn an imax theater into a black and white portable tv ,2
a well acted and well intentioned snoozer ,2
the smugoily demeanor that donovan adopts throughout the stupidly named pipe dream is just repulsive ,2
mustsee viewing for anyone involved in the hightech industry ,2
others may find it migraineinducingdespite mooreattempts at whimsy and spoon feeding ,2
despite its good nature and some genuinely funny momentssuper troopers suffers from a bad case of arrested development ,2
ithard not to feel you ve just watched a featurelength video game with some really heavy back story ,2
i watched the brainless insanity of no such thing with mounting disbelief ,2
this limp genderbenderballer from a firsttime director and rookie screenwriter steals wholesale from that tootsieforgetting only to retain a single laugh ,2
kwan makes the mixandmatch metaphors intriguingwhile lulling us into torpor with his cultivated allergy to action ,2
while obviously an extremely personal workit remains inextricably stuck in an emotionally unavailable rut ,2
any movie this boring should be required to have ushers in the theater that hand you a cup of coffee every few minutes ,2
like a marathon runner trying to finish a raceyou need a constant influx of liquid just to get through it ,2
i loved looking at this movie ,2
i just did nt care as much for the story ,2
has all the poignancy of a hallmark card and all the comedy of a gallagher standup act ,2
it does nt do the original any particular dishonorbut neither does it exude any charm or personality ,2
fear dot com is so rambling and disconnected it never builds any suspense ,2
a gorgeoussomnolent show that is splendidly mummified and thoroughly unsurprising ,2
a semiautobiographical film thatso sloppily written and cast that you can not believe anyone more central to the creation of bugsy than the caterer had anything to do with it ,1
it feels like a community theater production of a great broadway playeven at its bestit will never hold a candle to the original ,2
the film apparently takes place in a fantasy world where people in hotel hallways recite poetry in voiceover instead of speaking to each other ,2
the element of surprise might be the only thing femme fatale has going for it ,2
itthe kind of movie you ca nt quite recommend because it is all windup and not much of a pitchyet you ca nt bring yourself to dislike it ,2
maybe itasking too muchbut if a movie is truly going to inspire mei want a little more than this ,2
a gracelesswitless attempt at mating some like it hot with the wwii espionage thriller ,2
the story and characters are nowhere near gripping enough ,2
based on a david leavitt storythe film shares that writerusual blend of observant clevernesstoofacile coincidence and slightly noxious preciousness ,2
just like every other seagal movieonly louder and without that silly ponytail ,2
to enjoy this moviesharp dialogue and delightful performance by jolie and burnsyou have to gloss over the no sense ending ,2
national lampoonvan wilder could be the worst thing to come out of national lampoon since class reunion,2
this is a great subject for a moviebut hollywood has squandered the opportunityusing it as a prop for warmedover melodrama and the kind of choreographed mayhem that director john woo has built his career on ,2
ecks this one off your mustsee list ,2
overallthe film misses the brilliance of jelineknovel by some way ,2
it settles for being merely grim ,2
the irwins emerge unscathedbut the fictional footage is unconvincing and criminally badly acted ,2
itnot thirstyconsuming passion which drives this movie ,2
noitthe repetition of said behaviorand so children of the century is more mindless love than madmore grating and boring than anything else ,2
just because it really happened to youhoneydoes nt mean that itinteresting to anyone else ,2
just like the deli sandwichlots of hamlots of cheesewith a sickly sweet coating to disguise its excrescence until just after lrb or during rrb consumption of its second half ,2
every so often a movie comes along that confirms oneworse fears about civilization as we know it ,2
the new guy is one of them ,2
this is nt afridayworth waiting for ,2
everything thatworthwhile about collision course can already be seen on television ,2
if this movie belonged to a sororityit would be called beta alpha delta ,2
not a cheap slasher flickas the subject matter would suggestbut is a little like a nature filmshowing a patient predator and his foolish prey ,2
uneasy mishmash of styles and genres ,2
herzog is obviously looking for a moral to his fablebut the notion that a strongunified showing among germany and eastern european jews might have changed thcentury history is undermined by aholainadequate performance ,2
all in allthereonly one thing to root forexpulsion for everyone ,2
beyond a handful of mildly amusing linesthere just is nt much to laugh at ,2
secret ballot is too contemplative to be really funny ,2
the filmcenter will not hold ,2
myers never knows when to let a gag diethuswe re subjected to one mindnumbingly lengthy riff on poo and pee jokes after another ,2
too lazy to take advantage of its semihumorous premise ,2
a great ending does nt make up for a weak movieand crazy as hell does nt even have a great ending ,2
dialogueheavy and too cerebral for its own goodorat any ratetoo cerebral for its racy subject matter ,2
its overreliance on genre conventionscharacter types and formulaic conflict resolutions crushes all the goodwill it otherwise develops ,2
as an actorthe rock is aptly named ,2
a mostly tired retread of several other mob tales ,2
i wish i could saythank god itfriday but the truth of the matter is i was glad when it was over ,2
nothing about it fits ,2
as it abruptly crosscuts among the five friendsit fails to lend the charactersindividual stories enough dramatic resonance to make us care about them ,2
somehow we re meant to buy that this doting mother would shun her kidstravel to one of the most dangerous parts of the worlddon fatigues and become gi jane ,2
the cast is so lowwattage that none of the characters comes off as bigand the setting remains indistinct ,2
consider the titleclunkonthehead that suggests the overtime someone put in to come up with an irritatingly unimaginative retread concept ,2
the movie quickly drags on becoming boring and predictable ,2
i tried to read the time on my watch ,2
the film makes a tragic error by going on for too longtrying to mirror every subsequent event in chinese historywarrevolutioncommunismetc ,2
johnson hasin his first filmset himself a task he is not nearly up to ,2
ultimately the project comes across as clinicaldetacheduninvolvingpossibly prompting audience members to wonder whatthe point,2
the two leads are almost good enough to camouflage the dopey plotbut so much naturalistic small talkdelivered in almost muffled exchangeseventually has a lulling effect ,2
the film meant well in its horse tale about freedombut was nt able to reach the heart because it was too overbearing ,2
the movie is as far as you can get from racyto the point where it almost stops the blood flow to your brainit has a dullcostumey feel ,2
once the audience figure out whatbeing saidthe filmmakerrelative passivity will make it tough for them to really care ,2
therenothing provocative about this film save for the ways in which it studiously avoids provoking thought ,2
it seems just a longconvoluted ploy to get men into dragperiod dragno less ,2
the premise for this kegger comedy probably sounded brilliant four sixpacks and a pitcher of margaritas inbut the film must have been writtenin the thrall of a vicious hangover ,2
even by dumb actionmovie standardsballisticecks vs sever is a dumb action movie ,2
the film equivalent of a toy chest whose contents get scattered over the course ofminutes ,2
just a bloody mess ,2
creepy but ultimately unsatisfying thriller ,2
you would be better off investing in the worthy emi recording that serves as the soundtrackor the home video of themalfitanodomingo production ,2
has something to saybut it is a statement and issue worthy of a much more thoughtfulness and insight than a melodramatic and wholly predictable thriller ,2
bears is bad ,2
notterrible filmmakingbadbut more like i once had a nightmare like thisand itnow coming truebad ,2
as is most commonly case with projects such noble and lofty ambitionsthe film is less poetic than simply pretentious ,2
georgehire a real director and good writers for the next installmentplease ,2
for a film about two mismatched buddiescrystal and de niro share little screen time and even less chemistry ,2
however clever nelson has been in providing variation within the confines of her structure and stagingthe question remains whether this shouldindeedhave been presented as a theatrical release ,2
extreme oopsoopsopsno matter how you spell ititstill a mistake to go see it ,2
what could and should have been biting and droll is instead a tepid waste of time and talent ,2
what willmost likelyturn out to be the most repellent movie of,2
 too dull to enjoy ,2
a morality tale whose thoughtprovoking potential is hampered by a madefortv lookrigid performances and an asininetwistthat brazenly rips off the sixth sense ,2
herea selfcongratulatory d imax rahrah ,2
eastwood is an icon of moviemakingone of the best actorsdirectors and producers aroundresponsible for some excellent work ,2
but even a hero can stumble sometimes ,2
a sophomoric exploration oflife problemsmost people solved long agoor at least got tired of hearing people kvetch about ,2
itall very cutethough not terribly funny if you re more than six years old ,2
the impact of the armenian genocide is diluted by too much stage business in the modern day ,2
going to the website may be just as fun lrb and scary rrb as going to the film ,2
lacking gravitasmacdowell is a placeholder for griefand ergo this sloppy drama is an empty vessel ,2
leave these flowers unpickedthey re dead on the vine ,2
admirablecertainlybut not much fun to watch ,2
for caine lovers only ,2
a shambles of a movievisually unattractiveunbearably loud and utterly sillyits hilarity is completely unintentional ,2
de niro may enjoy the same free ride from critics afforded to clint eastwood in the lazy bloodwork ,2
but like bruce springsteengonetopot asbury parknew jerseythis sadsack waste of a movie is a city of ruins ,2
noitnot nearly as good as any of its influences ,2
a reasonably efficient mechanismbut it offers few surprises and finds its stars slumming in territory they should have avoided ,2
the rest of the plot is impossible to explain without blowing whatever tension there isalthough itmore comedy than suspense de palma creates ,2
human nature talks the talkbut it fails to walk the silly walk that distinguishes the merely quirky from the surreal ,2
city by the sea is the cinematic equivalent of defensive drivingitcarefulconscientious and makes no major mistakes ,2
but what saves lives on the freeway does not necessarily make for persuasive viewing ,2
the marquis de sade could nt have been as dull a person as this film makes him out to be ,2
what could have been a neat little story about believing in yourself is swamped by heavyhanded melodrama ,2
the cast is uniformly excellentbut the film itself is merely mildly charming ,2
drives for the same kind of bittersweetconciliatory tone that three seasons achieved but loses its way in rhetorical excess and blatant sentimentality ,2
a bigger holiday downer than your endofyearlrb k rrb statement ,2
the whole thing plays out with the drowsy heaviness of synchronized swimmer wearing a wool wetsuit ,2
fairly successful at faking some pretty cool stunts but a complete failure at trying to create some pretty cool characters ,2
and forget about any attempt at a plot ,2
it will probably prove interesting to ram dass fansbut to others it may feel like a parody of the mellowpeaceandlove side of the s counterculture ,2
take away all the cliches and the carbon copy scenes from every drug movie we ve seen and all you have left are john leguizamocool jackets ,2
itso full of wrong choices that all you can do is shake your head in disbeliefand worry about what classic oliver parker intends to mangle next time ,2
showtime is closer to slowtime ,2
it may be an easy swipe to takebut this barbershop just does nt make the cut ,2
the weight of water uses water as a metaphor for subconscious desirebut this leaky script barely stays afloat ,2
 how many more voyages can this limping but dearlyloved franchise survive,2
despite a bluechip cast and a provocative titlewriterdirector peter matteifirst feature microwaves dull leftover romantic motifs basted in fauxcontemporary gravy ,2
fans of the tv series will be disappointedand everyone else will be slightly bored ,2
the only element of suspense is whether the movie will change titles or distributors again before the closing credits roll ,2
barely goes beyond comic book status ,2
itdisappointing when filmmakers throw a few bigname actors and cameos at a hokey script ,2
i spy is an embarrassmenta monotonousdisjointed jumble of borrowed plot points and situations ,2
itas flat as an open can of pop left sitting in the sun ,2
an eccentric little comicthriller deeply in love with its own quirky personality ,2
afraid to pitch into farceyet only halfhearted in its spy mechanicsall the queenmen is finally just one long drag ,2
maybe itthe star power of the cast or the redundant messagesbut something aboulfull frontalseemswellcontrived ,2
lrb morgan rrbjudd and franklin ca nt save the scriptrooted in a novel by joseph finderfrom some opportunism ,2
passably entertaining but also mechanical and joyless ,2
safe conducthowever ambitious and wellintentionedfails to hit the entertainment bull eye ,2
my response to the film is best described as lukewarm ,2
maybe i found the proceedings a little bit too conventional ,2
too timid to bring a sense of closure to an ugly chapter of the twentieth century ,2
itpushthelimits teen comedythe type written by people who ca nt come up with legitimate funnyand itused so extensively that good bits are hopelessly overshadowed ,2
ittoo longtoo repetitiveand takes way too many years to resolve to be a total winner ,2
a sudsy cautionary tale ,2
a movie that tries to fuse the twowoodsbut winds up a bollyholly masala mess ,2
mr wedge and mr saldanha handle the mix of verbal jokes and slapstick well ,2
their film faltershoweverin its adherence to the disney philosophy of required poignancya salute that i d hoped the movie would avoid ,2
leaves you with a knot in your stomachits power is undercut by its own headbanging obviousness ,2
watching it is rather like an overlong visit from a large group of your relatives ,2
as your relatives swap one mundane story after anotheryou begin to wonder if they are ever going to depart ,2
unfortunatelyas a writermr montias is nt nearly as good to his crew as he is as a director or actor ,2
on the right track to something thatcreepy and effectiveitjust going to take more than a man in a bullwinkle costume to get there ,2
the only thing that could possibly make them less interesting than they already are is for them to get full montied into a scrappyjovial team ,2
one of those movies where you walk out of the theater not feeling cheated exactlybut feeling pandered towhichin the endmight be all the more infuriating ,2
 this movie has a glossy coat of action movie excess while remaining heartless at its core ,2
murder by numbers is like a couple of mediocre tvmovieoftheweek films clumsily stuck together ,2
the film is surprisingly welldirected by brett ratnerwho keeps things moving wellat least until the problematic third act ,2
warmedover tarantino by way of wannabe elmore leonard ,2
lrb senrrb soap operaish approach undermines his good intentions ,2
showtime is one of the hapless victims of the arrogantif we put together a wry white man and a chatty black man and give them gunsthe movie will be funnysyndrome ,2
sushi for the connoisseurs of the macabre ,2
do nt waste your money ,2
though certainly original in formaltar boys requires a taste for swamp thingtype animationdoubled with a deafening score ,2
there are nt many laughs in this interesting study of the cultural mores of georgian jews in tel aviv ,2
therenot enough to sustain the comedy ,2
like those to romeall roads in the banger sisters inevitably lead to a joke about hawnbreastswhich constantly threaten to upstage the woman sporting them ,2
we may get the full visceral impact of a ruthless army on the warpath but no sense of the devilish complexity of the balkans conflict ,2
you re better off staying home and watching the xfiles ,2
chaoticselfindulgent and remarkably ugly to look atit like a series of pretentiously awful student films strung together into one featurelength horror ,2
bears resemblance toand shares the weaknesses oftoo many recent actionfantasy extravaganzas in which special effects overpower cogent storytelling and visual clarity during the big action sequences ,2
this is the type of movie best enjoyed by frat boys and college kids while sucking on the bong and downing one alcoholic beverage after another ,2
friday after next has the same problem that next friday diditcalled wherechris tucker when you need him ,2
this film is full of rabbits ,2
brimful ,2
but like most rabbitsit seems to lack substance ,2
i weep for the future when a good portion of the respected critical community in this country consider blue crush to be an intelligent film about young women ,2
i kept wishing i was watching a documentary about the wartime navajos and what they accomplished instead of all this specious hollywood hooha ,2
